zip_code,square_footage,bedrooms,bathrooms,year_built,lot_size_acres,renovation_status,property_type,garage_spaces,price
80202,3384,6,6.0,1983,0.37,Minor (Cosmetic),Single Family,2,1338300.0
75001,1376,2,2.5,1995,0.048,Major (Structural/Systems),Condo,1,419600.0
78701,2286,4,5.5,2007,0.16,None,Single Family,4,1231400.0
90210,1269,2,3.0,1962,0.115,Major (Structural/Systems),Townhouse,3,1114100.0
33101,1251,2,2.5,1948,0.037,None,Condo,0,483400.0
85001,2299,4,5.0,1943,0.055,None,Townhouse,3,664700.0
33101,3066,5,6.0,1973,0.08,Minor (Cosmetic),Single Family,1,1405100.0
75001,1479,2,3.0,2021,0.017,None,Condo,1,438800.0
30301,2341,3,3.5,1973,0.42,Minor (Cosmetic),Single Family,1,701300.0
10001,936,2,2.5,1981,0.034,Minor (Cosmetic),Condo,1,724700.0
10001,1947,3,4.0,1942,0.21,None,Single Family,0,1573600.0
33101,2458,3,4.5,2022,0.11,Minor (Cosmetic),Single Family,2,1441400.0
80202,2441,4,5.0,1973,0.83,Full Gut Rehab,Single Family,0,1227600.0
75001,2655,4,5.0,1982,0.08,Major (Structural/Systems),Single Family,4,869000.0
30301,1741,3,3.5,2006,0.063,None,Townhouse,0,544400.0
98101,1053,2,2.5,1976,0.012,Minor (Cosmetic),Condo,0,534100.0
10001,828,1,2.0,1951,0.021,None,Condo,1,638200.0
75001,3206,5,6.0,2020,0.9,Minor (Cosmetic),Single Family,2,1107000.0
02108,1126,2,2.0,1955,0.018,Minor (Cosmetic),Condo,1,712300.0
75001,2369,3,4.0,2001,0.08,Full Gut Rehab,Single Family,1,845400.0
80202,1463,2,2.5,1956,0.088,Major (Structural/Systems),Townhouse,2,658100.0
33101,1200,2,3.0,1954,0.085,Minor (Cosmetic),Townhouse,1,579800.0
94102,3480,5,6.0,1965,0.08,Minor (Cosmetic),Single Family,1,2399300.0
33101,2049,4,4.5,1984,0.052,Minor (Cosmetic),Townhouse,2,1030500.0
80202,1282,2,2.0,1941,0.08,Full Gut Rehab,Single Family,3,661100.0
78701,3072,5,6.0,1956,0.69,None,Single Family,2,1364300.0
10001,3191,5,6.0,2004,0.37,None,Single Family,1,2915600.0
60601,2593,4,5.0,1969,1.07,None,Single Family,1,909600.0
30301,1659,3,3.0,2007,0.017,None,Condo,0,497800.0
10001,2662,4,5.0,1983,0.22,Minor (Cosmetic),Single Family,1,2200000.0
94102,1437,2,3.0,1999,0.48,None,Single Family,2,1125800.0
90210,1227,2,2.0,1940,0.019,Full Gut Rehab,Condo,1,941600.0
33101,1185,2,2.5,1958,0.037,Minor (Cosmetic),Condo,0,532400.0
33101,1528,2,3.5,1972,0.078,Major (Structural/Systems),Townhouse,2,761700.0
78701,1300,2,2.5,2022,0.027,Major (Structural/Systems),Condo,1,707800.0
10001,550,1,1.0,1975,0.036,Major (Structural/Systems),Condo,0,462000.0
98101,3242,4,6.0,2016,0.22,Major (Structural/Systems),Single Family,3,2315200.0
33101,1841,3,3.5,2017,0.6,None,Single Family,2,999200.0
78701,1761,3,4.0,1963,0.93,None,Single Family,2,758600.0
85001,2414,4,5.5,2022,0.31,Full Gut Rehab,Single Family,0,1126100.0
94102,1251,2,2.5,1964,0.022,Minor (Cosmetic),Condo,1,819700.0
60601,2622,3,4.0,1950,0.53,None,Single Family,2,920800.0
98101,840,2,2.0,1948,0.017,Minor (Cosmetic),Condo,2,432200.0
80202,2120,3,4.0,1945,0.08,Full Gut Rehab,Single Family,2,1070100.0
60601,1650,3,3.5,1997,0.26,Full Gut Rehab,Single Family,3,814900.0
60601,2331,3,4.5,1968,0.36,Minor (Cosmetic),Single Family,2,881400.0
85001,2283,4,4.5,2012,0.107,Major (Structural/Systems),Townhouse,1,888600.0
94102,1098,1,2.0,2018,0.048,Minor (Cosmetic),Condo,2,922200.0
94102,2186,3,4.5,1950,0.11,Minor (Cosmetic),Townhouse,1,1535500.0
60601,3591,6,6.0,1962,1.57,Minor (Cosmetic),Single Family,2,1368900.0
78701,2729,4,5.0,1965,0.23,Major (Structural/Systems),Multi-Family,3,1351600.0
02108,2360,4,5.0,1940,0.13,Minor (Cosmetic),Single Family,3,1462900.0
90210,4128,7,6.0,2020,0.22,None,Single Family,2,3640400.0
94102,4355,6,6.0,1986,0.36,Minor (Cosmetic),Multi-Family,1,3391700.0
30301,1245,1,1.5,1980,0.25,Minor (Cosmetic),Single Family,2,386100.0
10001,1235,3,3.5,1962,0.035,Minor (Cosmetic),Condo,1,915300.0
98101,2500,4,5.0,1944,0.76,None,Single Family,4,1325400.0
10001,1389,2,2.5,1989,0.017,Minor (Cosmetic),Condo,2,1109400.0
98101,1464,3,3.5,1948,0.05,None,Townhouse,3,754100.0
90210,1870,3,4.0,1943,0.24,Major (Structural/Systems),Single Family,4,1756800.0
78701,863,1,1.0,2010,0.049,Minor (Cosmetic),Condo,1,402100.0
90210,2071,3,4.0,2004,0.08,Major (Structural/Systems),Single Family,2,2125900.0
75001,1385,2,2.5,2019,0.049,Major (Structural/Systems),Condo,1,462900.0
10001,1614,3,3.5,1996,1.2,Minor (Cosmetic),Single Family,1,1557800.0
78701,2033,3,3.5,1964,0.12,None,Single Family,2,875300.0
30301,1158,2,2.0,1997,0.78,Minor (Cosmetic),Single Family,2,458500.0
33101,3255,4,5.5,1945,0.08,Full Gut Rehab,Single Family,1,1795900.0
78701,2371,3,4.5,1953,0.076,None,Townhouse,2,876500.0
98101,2254,4,5.0,2002,0.18,None,Single Family,1,1223800.0
98101,2276,4,5.0,2014,0.82,Full Gut Rehab,Single Family,2,1730800.0
33101,2839,4,5.5,2004,0.22,Major (Structural/Systems),Single Family,2,1697500.0
85001,3605,5,6.0,1991,0.19,Minor (Cosmetic),Single Family,1,1115200.0
33101,1243,1,1.5,2004,0.036,Minor (Cosmetic),Condo,2,616500.0
78701,2641,5,6.0,1947,0.16,Minor (Cosmetic),Multi-Family,2,1233800.0
60601,1285,2,2.5,1947,0.27,Minor (Cosmetic),Single Family,2,519300.0
80202,1298,2,2.0,1953,0.116,Minor (Cosmetic),Townhouse,1,522500.0
90210,1125,2,2.5,1963,0.018,Minor (Cosmetic),Condo,1,836400.0
78701,2008,3,3.0,2003,0.21,Minor (Cosmetic),Single Family,2,932700.0
85001,1168,2,2.5,1964,0.011,None,Condo,0,314900.0
10001,2085,4,4.5,1945,0.65,None,Single Family,2,1674700.0
60601,729,2,2.0,1940,0.014,Minor (Cosmetic),Condo,1,276500.0
10001,1270,2,2.0,1972,0.048,None,Townhouse,2,957600.0
78701,3671,6,6.0,1953,0.75,Minor (Cosmetic),Single Family,2,1568800.0
94102,2200,4,5.0,2002,0.073,None,Townhouse,3,1674200.0
80202,1705,3,4.0,1995,0.037,None,Condo,1,704600.0
60601,2904,4,5.0,2001,0.68,None,Single Family,3,1215000.0
98101,949,2,2.5,1967,0.025,None,Condo,1,443600.0
33101,3492,5,6.0,1968,0.11,None,Single Family,1,1569300.0
75001,3173,5,6.0,1962,0.08,None,Multi-Family,1,939600.0
30301,1177,2,2.5,1983,0.034,Minor (Cosmetic),Condo,0,314900.0
10001,2467,3,4.0,1977,0.1,None,Single Family,2,1957300.0
98101,800,2,2.5,1988,0.35,None,Single Family,2,489700.0
94102,1661,1,2.0,1982,0.023,Minor (Cosmetic),Condo,0,1039400.0
85001,2868,3,4.5,1949,0.15,Minor (Cosmetic),Single Family,2,853900.0
30301,2747,4,5.5,1966,0.1,None,Single Family,2,803500.0
78701,2453,4,5.5,1947,0.19,None,Single Family,2,1039000.0
75001,2622,4,5.0,2007,0.08,None,Single Family,2,809500.0
78701,2052,3,3.0,2024,0.13,Major (Structural/Systems),Single Family,2,1204500.0
33101,2962,3,4.5,2024,0.53,Minor (Cosmetic),Single Family,2,1718500.0
94102,1519,3,3.5,1969,0.09,None,Single Family,4,1075700.0
60601,1165,2,2.5,1952,0.048,Full Gut Rehab,Condo,1,463700.0
94102,2921,4,5.5,1997,0.24,Full Gut Rehab,Single Family,2,2758300.0
75001,2350,4,5.0,1942,0.08,None,Single Family,2,640300.0
75001,2778,5,6.0,2023,1.0,None,Single Family,2,951600.0
60601,753,1,1.0,1944,0.028,None,Condo,2,247300.0
90210,1775,2,3.5,1961,0.28,Major (Structural/Systems),Single Family,2,1541000.0
02108,2677,5,6.0,1997,0.08,Minor (Cosmetic),Single Family,2,1818600.0
02108,3008,5,6.0,2005,0.14,None,Single Family,2,2168000.0
98101,956,1,1.5,1979,0.096,Full Gut Rehab,Townhouse,1,580700.0
94102,1282,2,2.5,1944,0.015,Minor (Cosmetic),Condo,0,872000.0
85001,909,1,1.0,1955,0.033,Minor (Cosmetic),Condo,1,245100.0
78701,1032,2,2.0,1954,0.038,Major (Structural/Systems),Condo,2,466000.0
02108,631,1,1.5,2016,0.01,Major (Structural/Systems),Condo,2,513300.0
98101,1861,3,4.0,2014,0.64,None,Single Family,2,1116800.0
80202,1438,1,2.5,2019,0.012,Minor (Cosmetic),Condo,1,679100.0
33101,2524,4,5.0,1957,0.1,Minor (Cosmetic),Single Family,1,1102600.0
78701,966,1,1.5,1986,0.049,None,Condo,1,364500.0
30301,1059,2,2.5,1943,0.013,None,Condo,1,290500.0
78701,2866,4,5.5,1992,0.61,None,Single Family,2,1262900.0
85001,2830,4,5.5,1997,0.37,Major (Structural/Systems),Single Family,2,1025500.0
30301,2443,4,5.0,2024,0.32,Major (Structural/Systems),Single Family,2,1024100.0
10001,1482,3,3.0,2014,0.033,Major (Structural/Systems),Condo,1,1567900.0
85001,1439,2,3.0,1997,0.017,Full Gut Rehab,Condo,2,541100.0
94102,1986,3,3.5,1998,0.094,None,Townhouse,2,1395500.0
75001,2540,4,5.0,1973,1.06,Minor (Cosmetic),Single Family,3,733400.0
98101,1330,2,2.5,1969,0.013,Minor (Cosmetic),Condo,1,672400.0
30301,1209,2,2.0,1993,0.023,Minor (Cosmetic),Condo,1,369400.0
30301,2277,2,3.5,2007,0.078,Major (Structural/Systems),Townhouse,2,846200.0
75001,3174,5,6.0,2017,0.09,Minor (Cosmetic),Single Family,2,1099500.0
75001,1736,3,4.0,2014,0.47,Minor (Cosmetic),Single Family,2,660700.0
02108,719,1,1.0,2007,0.038,Minor (Cosmetic),Condo,2,475500.0
94102,854,1,1.5,1965,0.015,Major (Structural/Systems),Condo,1,588000.0
98101,3980,5,6.0,1942,0.29,None,Multi-Family,0,1997800.0
10001,1317,2,3.5,1996,0.16,Full Gut Rehab,Single Family,2,1494700.0
60601,2796,5,6.0,1976,0.09,None,Single Family,1,958700.0
98101,1963,3,3.5,1977,0.108,None,Townhouse,1,949900.0
85001,3371,5,6.0,1980,0.08,None,Single Family,4,1036400.0
33101,1163,2,2.5,1943,0.029,Minor (Cosmetic),Condo,0,514300.0
75001,1492,2,3.0,1965,0.23,Full Gut Rehab,Single Family,1,505900.0
94102,1780,3,4.0,1978,0.3,Full Gut Rehab,Single Family,1,1562100.0
30301,686,1,1.0,1981,0.018,Minor (Cosmetic),Condo,1,203700.0
30301,911,2,2.5,1950,0.045,Minor (Cosmetic),Condo,1,298400.0
80202,2362,4,5.0,1950,1.18,Minor (Cosmetic),Single Family,2,1053500.0
33101,1625,3,4.0,1993,0.28,Full Gut Rehab,Single Family,1,964800.0
60601,2461,5,6.0,1977,0.06,None,Townhouse,2,904000.0
10001,1506,2,2.5,1959,0.73,Minor (Cosmetic),Single Family,2,1408100.0
78701,2405,5,6.0,1965,0.119,Minor (Cosmetic),Townhouse,1,1131800.0
98101,3388,5,6.0,2015,0.47,None,Single Family,2,2072100.0
94102,1414,2,2.0,1953,0.023,None,Condo,1,859500.0
98101,1487,3,3.5,1989,0.059,Minor (Cosmetic),Townhouse,2,784000.0
90210,1219,2,3.0,1964,0.016,Major (Structural/Systems),Condo,2,980500.0
90210,1541,2,2.5,1994,0.09,Full Gut Rehab,Single Family,2,1505800.0
94102,1418,3,4.0,1990,0.019,Minor (Cosmetic),Condo,2,1001400.0
85001,2444,3,4.0,1949,1.2,Full Gut Rehab,Single Family,1,918300.0
78701,2193,4,4.5,1953,0.36,None,Single Family,1,908500.0
85001,2221,3,4.0,1944,0.08,Minor (Cosmetic),Multi-Family,2,737000.0
80202,550,2,2.5,1996,0.03,Minor (Cosmetic),Condo,0,281300.0
02108,736,2,2.0,1961,0.017,Major (Structural/Systems),Condo,1,461700.0
78701,3334,5,6.0,2014,0.33,Major (Structural/Systems),Single Family,1,1833400.0
80202,2197,3,4.0,1968,0.15,None,Single Family,2,898800.0
94102,2373,3,4.5,1946,0.08,Full Gut Rehab,Single Family,3,2003800.0
33101,1329,2,3.0,1957,0.02,None,Condo,0,525200.0
10001,1731,3,3.5,1970,0.037,Major (Structural/Systems),Condo,1,1476700.0
33101,3493,6,6.0,1982,0.18,None,Single Family,2,1544700.0
33101,1362,3,3.0,2023,0.081,Major (Structural/Systems),Townhouse,2,821800.0
94102,1043,2,3.0,1974,0.6,None,Single Family,0,740800.0
90210,4269,6,6.0,2010,0.37,Minor (Cosmetic),Single Family,2,3743600.0
75001,4201,6,6.0,1943,0.22,Full Gut Rehab,Single Family,1,1347700.0
80202,2641,4,5.5,1990,1.08,Major (Structural/Systems),Single Family,2,1265700.0
90210,1547,2,3.0,1969,0.08,Major (Structural/Systems),Single Family,4,1302600.0
85001,3970,6,6.0,1992,0.12,Major (Structural/Systems),Multi-Family,2,1419500.0
90210,2419,5,6.0,2021,0.85,Minor (Cosmetic),Single Family,3,2589100.0
60601,1749,3,3.5,2013,0.108,Full Gut Rehab,Townhouse,3,876900.0
85001,3170,4,6.0,1953,0.08,Major (Structural/Systems),Single Family,1,1079400.0
10001,3467,6,6.0,1975,0.93,Minor (Cosmetic),Multi-Family,2,3327600.0
94102,684,1,1.5,1951,0.01,Major (Structural/Systems),Condo,2,539900.0
94102,1653,2,2.5,2015,0.106,Full Gut Rehab,Townhouse,2,1635800.0
02108,2995,4,5.5,1973,0.11,Major (Structural/Systems),Single Family,3,2006800.0
94102,1278,3,3.0,1965,0.018,None,Condo,1,809600.0
60601,1917,3,4.0,1945,0.076,Major (Structural/Systems),Townhouse,2,677400.0
90210,3200,4,5.5,1992,0.8,Major (Structural/Systems),Single Family,0,2996900.0
78701,2228,4,5.0,1954,0.54,None,Single Family,2,977800.0
85001,2634,4,5.5,1958,1.19,Full Gut Rehab,Single Family,2,974400.0
75001,900,1,1.5,1986,0.083,Minor (Cosmetic),Townhouse,2,262700.0
33101,2162,3,4.0,2016,0.25,Minor (Cosmetic),Single Family,2,1301200.0
02108,3072,5,6.0,2000,0.08,None,Single Family,2,2117900.0
33101,2207,4,4.5,1991,0.08,None,Single Family,2,1116100.0
78701,2150,4,5.0,1957,0.24,Minor (Cosmetic),Single Family,1,934900.0
80202,1331,2,2.0,1999,0.1,Minor (Cosmetic),Townhouse,3,591500.0
94102,3252,5,6.0,1986,0.61,None,Single Family,2,2342000.0
30301,1291,2,3.0,1996,0.021,Minor (Cosmetic),Condo,0,396400.0
80202,2171,3,4.0,1972,0.097,None,Townhouse,2,837400.0
10001,1205,2,3.5,1971,0.62,Major (Structural/Systems),Single Family,3,1190500.0
98101,1043,2,2.5,1943,0.025,Full Gut Rehab,Condo,0,646100.0
80202,2289,4,4.5,1980,0.42,Minor (Cosmetic),Single Family,1,1046700.0
75001,1001,2,2.5,1958,0.027,Major (Structural/Systems),Condo,1,296700.0
60601,2037,3,4.0,1946,1.49,Major (Structural/Systems),Single Family,2,866800.0
60601,978,1,1.5,1965,0.01,Minor (Cosmetic),Condo,1,315100.0
90210,3137,5,6.0,1990,0.19,None,Single Family,2,2575700.0
80202,1065,2,2.5,1995,0.11,None,Single Family,4,540400.0
80202,1722,3,3.5,2010,0.044,Major (Structural/Systems),Condo,0,862300.0
90210,2862,5,6.0,2014,0.12,None,Single Family,3,2592200.0
02108,1085,2,2.0,1990,0.032,None,Condo,0,643100.0
60601,3180,5,6.0,1947,0.47,None,Single Family,1,1121800.0
94102,591,1,1.0,1952,0.03,Minor (Cosmetic),Condo,0,382100.0
78701,2001,3,4.0,1971,0.18,Minor (Cosmetic),Single Family,3,918200.0
10001,1057,2,1.5,1973,0.012,Minor (Cosmetic),Condo,1,856000.0
90210,3524,5,6.0,1957,0.08,None,Single Family,2,2641700.0
10001,2465,4,5.0,2018,1.1,None,Single Family,2,2435100.0
85001,2837,5,6.0,1994,0.36,None,Single Family,2,896900.0
75001,893,2,3.0,1982,0.043,Minor (Cosmetic),Condo,1,280800.0
85001,2865,4,5.5,1963,0.23,Minor (Cosmetic),Single Family,4,897400.0
80202,2554,4,4.5,1960,0.061,None,Townhouse,1,966200.0
94102,2247,3,4.0,1957,0.064,None,Townhouse,2,1429800.0
78701,2438,4,5.0,1953,0.08,Major (Structural/Systems),Single Family,2,1205600.0
80202,1336,3,4.0,1992,0.042,Major (Structural/Systems),Condo,1,613000.0
75001,2933,5,6.0,1958,0.3,None,Single Family,4,851100.0
94102,2879,6,6.0,2016,0.23,Minor (Cosmetic),Single Family,1,2553000.0
80202,1489,3,3.5,1996,0.044,Minor (Cosmetic),Condo,2,660600.0
94102,1486,2,3.0,2003,0.028,None,Condo,2,1076200.0
98101,1055,2,2.5,2019,0.048,Full Gut Rehab,Condo,2,797900.0
60601,2981,4,5.5,1941,0.08,None,Single Family,1,1010500.0
80202,2212,3,3.5,1996,1.46,None,Single Family,3,1062900.0
98101,1807,3,4.0,1973,0.59,None,Single Family,3,924800.0
98101,1005,2,2.5,1988,0.024,Major (Structural/Systems),Condo,1,533900.0
80202,2442,4,5.0,1993,0.32,Major (Structural/Systems),Single Family,1,1227800.0
75001,550,1,1.0,1961,0.045,Minor (Cosmetic),Condo,1,154400.0
30301,3145,5,6.0,2023,0.23,Minor (Cosmetic),Single Family,3,1151300.0
85001,800,2,2.5,2021,0.08,None,Single Family,2,326900.0
75001,4536,6,6.0,1983,0.82,Full Gut Rehab,Single Family,2,1406100.0
02108,3626,6,6.0,1974,0.25,None,Single Family,1,2180800.0
60601,2304,3,4.0,1968,0.28,None,Single Family,1,780400.0
80202,1804,3,3.0,1945,0.041,Full Gut Rehab,Townhouse,2,809000.0
02108,1936,3,4.5,1976,0.048,Full Gut Rehab,Townhouse,2,1389200.0
75001,2058,4,4.5,2024,0.53,Minor (Cosmetic),Single Family,1,738800.0
90210,2644,4,5.0,1997,0.2,Minor (Cosmetic),Single Family,3,2231700.0
30301,2392,3,4.5,2003,2.19,Major (Structural/Systems),Single Family,2,991100.0
80202,1757,3,4.5,1970,0.096,Major (Structural/Systems),Townhouse,3,819100.0
33101,2636,4,4.5,1989,1.05,Major (Structural/Systems),Single Family,2,1576700.0
33101,1208,1,1.5,2019,0.062,None,Townhouse,1,631000.0
30301,2529,4,5.0,1999,0.08,Major (Structural/Systems),Single Family,3,959800.0
33101,2622,4,5.5,1953,0.17,None,Single Family,2,1186200.0
33101,1857,4,5.0,2009,0.061,Minor (Cosmetic),Townhouse,0,1055000.0
90210,2338,4,4.5,1950,0.33,None,Single Family,2,1827300.0
78701,1498,2,3.0,1966,0.04,None,Condo,1,570600.0
94102,2234,3,4.0,2008,0.18,Minor (Cosmetic),Single Family,3,1741900.0
60601,2670,5,6.0,2018,0.08,None,Single Family,1,1069500.0
78701,3472,6,6.0,1977,0.08,None,Single Family,2,1384600.0
60601,1072,1,1.5,2001,0.019,None,Condo,1,374000.0
90210,1175,1,1.5,1992,0.039,Full Gut Rehab,Condo,0,977700.0
94102,2427,4,5.0,2019,0.09,None,Single Family,0,2085100.0
60601,2356,3,4.5,1957,0.113,None,Townhouse,2,793100.0
90210,2306,4,4.5,1991,0.37,Minor (Cosmetic),Single Family,2,1952400.0
90210,3462,4,5.5,1963,0.69,Major (Structural/Systems),Single Family,2,2971600.0
90210,2422,4,5.0,1946,0.17,Minor (Cosmetic),Single Family,2,1758300.0
85001,1855,3,4.0,1953,1.44,Full Gut Rehab,Single Family,2,781600.0
60601,3009,5,6.0,1989,0.4,None,Single Family,1,1091900.0
98101,2956,4,5.5,1963,0.15,Minor (Cosmetic),Multi-Family,2,1672900.0
02108,2965,5,6.0,2018,0.08,Major (Structural/Systems),Single Family,1,2585300.0
98101,800,1,1.5,1952,0.7,Minor (Cosmetic),Single Family,4,489800.0
75001,2503,4,5.0,1958,0.13,None,Single Family,1,674500.0
33101,939,2,2.0,1968,0.012,Minor (Cosmetic),Condo,0,391100.0
10001,1321,2,2.5,1961,0.062,Full Gut Rehab,Townhouse,2,1269800.0
10001,2085,3,4.5,1941,0.08,Major (Structural/Systems),Single Family,3,1960800.0
94102,2069,4,5.0,2016,0.13,None,Single Family,1,1744100.0
33101,2464,4,5.0,1975,0.33,None,Single Family,2,1121500.0
60601,1474,3,3.5,1977,0.24,Major (Structural/Systems),Single Family,4,678800.0
02108,2737,5,5.5,1957,0.43,None,Single Family,2,1751700.0
90210,3524,6,6.0,1990,0.14,Minor (Cosmetic),Single Family,2,3124400.0
94102,2710,5,6.0,1954,0.08,None,Single Family,4,1946200.0
85001,3106,5,6.0,1991,0.08,None,Single Family,2,955000.0
02108,3320,6,6.0,1956,0.56,Major (Structural/Systems),Single Family,0,2224400.0
60601,2356,4,5.0,2016,0.048,Major (Structural/Systems),Townhouse,0,1066500.0
33101,2641,3,4.5,1961,0.104,Minor (Cosmetic),Townhouse,2,1117200.0
98101,925,2,2.0,1993,0.019,None,Condo,0,444900.0
10001,1961,3,3.5,1991,0.4,Major (Structural/Systems),Single Family,2,1982300.0
94102,3087,5,6.0,2024,0.34,None,Single Family,2,2754300.0
33101,3031,5,6.0,1985,0.08,Minor (Cosmetic),Single Family,2,1477900.0
75001,1371,2,2.5,1943,0.037,None,Condo,0,327600.0
33101,3916,6,6.0,1946,0.21,Minor (Cosmetic),Single Family,2,1829200.0
78701,1805,2,3.0,1949,0.097,Minor (Cosmetic),Townhouse,3,800200.0
90210,1991,4,5.0,1954,0.107,Major (Structural/Systems),Townhouse,1,1608900.0
85001,1764,3,3.5,1965,0.08,Major (Structural/Systems),Single Family,2,594500.0
75001,1847,3,3.0,2019,0.036,Minor (Cosmetic),Condo,1,607000.0
02108,2247,4,5.0,1979,0.08,None,Single Family,1,1332500.0
85001,2268,4,5.0,2000,0.17,None,Single Family,2,802900.0
33101,2239,3,4.0,2020,0.08,None,Single Family,2,1289000.0
78701,2016,4,5.0,1955,0.14,Major (Structural/Systems),Single Family,3,996200.0
60601,1471,2,3.0,1957,0.054,None,Townhouse,2,513300.0
75001,2107,3,3.5,2014,0.28,None,Single Family,2,690900.0
33101,1475,2,3.0,2015,0.25,Minor (Cosmetic),Single Family,1,909800.0
94102,825,1,1.5,1941,0.042,None,Condo,1,515700.0
98101,1782,2,3.5,1993,0.036,Major (Structural/Systems),Condo,0,968800.0
30301,3051,6,6.0,1957,0.44,Minor (Cosmetic),Single Family,1,959600.0
10001,2216,4,5.0,1993,0.047,None,Townhouse,2,1792900.0
98101,1512,3,3.5,1977,0.011,Minor (Cosmetic),Condo,1,739300.0
80202,3875,6,6.0,2012,1.22,Major (Structural/Systems),Single Family,2,1967500.0
80202,1171,2,2.5,1954,0.19,Major (Structural/Systems),Single Family,2,612700.0
33101,1577,3,3.0,2003,0.18,Major (Structural/Systems),Single Family,0,970100.0
85001,1438,3,3.5,1947,0.043,None,Townhouse,2,444300.0
10001,935,1,1.5,1985,0.015,None,Condo,1,665700.0
94102,1664,2,2.5,1978,0.115,Minor (Cosmetic),Townhouse,3,1126400.0
10001,2164,4,5.0,1991,0.42,Minor (Cosmetic),Single Family,2,2044400.0
30301,2664,3,5.0,1947,0.18,None,Single Family,2,728600.0
33101,2526,3,4.0,1989,0.82,Full Gut Rehab,Single Family,1,1400600.0
02108,1957,3,4.5,1989,0.31,Major (Structural/Systems),Single Family,1,1392900.0
75001,550,1,1.0,2022,0.04,Minor (Cosmetic),Condo,0,174400.0
30301,752,2,2.0,2007,0.027,None,Condo,1,257400.0
75001,2088,4,5.0,1966,0.2,None,Single Family,1,629900.0
30301,2314,3,4.0,2016,0.08,Minor (Cosmetic),Single Family,3,824700.0
02108,1652,3,4.0,1977,0.46,Major (Structural/Systems),Single Family,3,1250400.0
60601,2131,4,4.5,1960,0.08,Full Gut Rehab,Single Family,2,915400.0
80202,1651,2,2.5,1984,0.51,Minor (Cosmetic),Single Family,0,671300.0
75001,2405,3,4.0,1997,0.08,Minor (Cosmetic),Single Family,1,727900.0
60601,1695,4,4.5,1962,0.1,Minor (Cosmetic),Single Family,2,703500.0
75001,1863,3,3.5,1993,0.87,None,Single Family,2,575200.0
33101,1518,2,2.5,1969,0.22,Minor (Cosmetic),Single Family,0,664600.0
10001,2384,4,5.0,1955,0.08,Major (Structural/Systems),Single Family,1,2263900.0
78701,796,1,1.0,1991,0.046,Minor (Cosmetic),Condo,0,325700.0
85001,3180,5,6.0,1980,0.21,None,Single Family,1,940300.0
85001,3524,5,6.0,2010,0.08,Minor (Cosmetic),Multi-Family,2,1432400.0
90210,2447,4,5.0,2020,0.17,Major (Structural/Systems),Single Family,1,2575400.0
10001,1901,2,2.5,1963,0.31,Minor (Cosmetic),Single Family,1,1626200.0
94102,2785,4,5.5,1959,0.16,Major (Structural/Systems),Single Family,2,2261500.0
60601,3018,5,6.0,1966,0.9,None,Single Family,2,1094400.0
75001,1864,3,4.0,1941,0.062,Minor (Cosmetic),Townhouse,3,547200.0
10001,3702,6,6.0,1999,0.08,Major (Structural/Systems),Single Family,1,3852300.0
78701,2006,4,4.5,1990,0.058,Minor (Cosmetic),Townhouse,2,939400.0
75001,2211,3,4.5,1940,0.047,Full Gut Rehab,Townhouse,3,697700.0
60601,2600,4,4.5,1945,0.21,None,Single Family,2,938300.0
78701,3006,4,5.0,1977,0.74,None,Single Family,2,1273500.0
33101,821,3,3.5,1993,0.022,None,Condo,1,412700.0
78701,2156,4,5.0,1999,0.1,Full Gut Rehab,Single Family,2,1277300.0
02108,1222,2,3.0,1966,0.043,Major (Structural/Systems),Condo,2,825300.0
78701,2756,4,5.0,2019,0.13,None,Single Family,2,1420700.0
60601,2880,4,5.5,2001,0.23,None,Single Family,2,1125100.0
30301,3325,5,6.0,2002,0.08,None,Single Family,2,1015700.0
33101,1431,2,2.5,1974,0.12,Minor (Cosmetic),Single Family,2,665900.0
60601,1361,2,2.5,1997,0.05,None,Townhouse,2,542900.0
10001,2672,5,5.5,2000,0.08,None,Single Family,1,2397800.0
80202,1474,1,2.0,1975,0.075,Minor (Cosmetic),Townhouse,2,600200.0
90210,5033,7,6.0,1995,0.11,Major (Structural/Systems),Single Family,2,4639600.0
10001,2886,5,6.0,2006,0.08,Minor (Cosmetic),Single Family,0,2724600.0
60601,2441,3,4.5,1996,0.25,Major (Structural/Systems),Single Family,3,1103300.0
85001,2113,4,4.5,1980,0.54,Minor (Cosmetic),Single Family,4,731400.0
94102,2139,3,4.5,1970,0.46,None,Single Family,1,1526000.0
98101,2522,4,5.0,1942,0.1,Minor (Cosmetic),Single Family,2,1316100.0
75001,1850,3,3.5,1977,0.061,Minor (Cosmetic),Townhouse,1,494700.0
10001,2157,3,4.0,1992,0.46,Minor (Cosmetic),Single Family,1,1835400.0
78701,2295,3,4.0,1991,0.29,None,Single Family,2,1034500.0
60601,2404,4,5.0,1963,0.099,None,Townhouse,2,833200.0
33101,1584,3,3.5,1965,0.01,Full Gut Rehab,Condo,1,794400.0
10001,2689,4,5.0,2012,0.08,None,Single Family,2,2611100.0
98101,1494,2,3.5,1976,0.57,Minor (Cosmetic),Single Family,2,799300.0
75001,2042,3,3.5,1987,0.108,None,Townhouse,2,589700.0
78701,1643,3,4.0,2006,0.024,Full Gut Rehab,Condo,1,849300.0
90210,3527,5,6.0,1980,1.11,Full Gut Rehab,Single Family,2,3248100.0
